jiu5-hi5	鰇魚
king5	擎
king5	檠
king5	煢
king5	鯨
king5	黥
king7	僩
king7	拱
king7	揵
king7	痙
king7	脛
kinn	經
kinn	焿
kinn	驚
kinn2	哽
kinn2	梗
kinn2	骾
kinn2	鯁
kinn3	徑
kinn3	脛
kinn3	逕
kio	鉤
kio	句
kio5	蕎
kioh	腳
kiok	侷
kiok	匊
kiok	攫
kiok	矍
kiok	腳
kiok	跼
kiok	醵
kiok	鋦
kiok	钁
kiok8	侷
kiok8	噱
kiok8	跼
kiok8	醵
kiok8	鋦
kiong	僵
kiong	共
kiong	彊
kiong	殭
kiong	礓
kiong	芎
kiong2	栱
kiong2	繈
kiong2	膙
kiong2	鏹
kiong5	彊
kiong5	瓊
kiong5	筇
kiong5	藭
kiong5	蛩
kiong5	跫
kiong7	弶
kiong7	強
kiong7	彊
kip8	及
kiu2	久
kiu2	九
kiu3	救
kiu3	究
kiu5	仇
kiu5	毬
kiu5	求
kiu5	球
kiu7	咎
kiu7	柩
kiu7	舅
kiu7	舊
kiunn	羌
kiunn	薑
kiunn	姜
ko2	哿
ko2	杲
ko2	粿
ko2	舸
ko2	蜾
ko3	個
ko3	划
ko3	告
ko3	箇
ko3	膏
ko3	誥
ko3	過
ko3	郜
ko5	個
ko5	瘸
ko5	笊
ko5	笱
ko5	翱
ko7	洿
ko7	號
ko7	鎬
koh	擱
kok	咯
kok	崞
kok	格
kok	梏
kok	槨
kok	漍
kok	瀔
kok	硞
kok	聝
kok	膕
kok	虢
kok	蟈
kok	袼
kok	馘
kok	鵠
kong	堽
kong	桄
kong	棡
kong	紅
kong	誆
kong	誑
kong	逛
kong	鄺
kong	鵟
kong2	晃
kong2	栱
kong2	鄺
kong3	逛
kong3	鋼
kong5	誆
kong5	鵟
kong7	誆
koo	估
koo	句
koo	呱
koo	嘏
koo	垢
koo	岣
koo	彀
koo	枸
koo	構
koo	牯
koo	痼
koo	盬
koo	瞽
koo	箍
koo	篝
koo	緱
koo	羖
koo	膏
koo	蠱
koo	覯
koo	觚
koo	詁
koo	詬
koo	賈
koo	購
koo	遘
koo	酤
koo	鈷
koo	錮
koo	鮕
koo2	估
koo2	古
koo2	嘏
koo2	垢
koo2	岣
koo2	枸
koo2	牯
koo2	狗
koo2	盬
koo2	瞽
koo2	罟
koo2	羖
koo2	股
koo2	茍
koo2	蠱
koo2	詬
koo2	賈
koo2	鼓
koo3	僱
koo3	句
koo3	固
koo3	夠
koo3	媾
koo3	彀
koo3	故
koo3	構
koo3	痼
koo3	覯
koo3	購
koo3	遘
koo3	錮
koo3	雇
koo3	顧
koo5	餬
ku	呴
ku2	枸
ku3	屨
ku3	灸
ku5	劬
ku5	欋
ku5	氍
ku5	瞿
ku5	鴝
ku5	鼩
ku7	懼
ku7	窶
kua	乖
kua	剮
kua	樺
kua	牁
kua	緺
kua	罣
kua	羈
kua	詿
kua	過
kua3	詿
kua3	過
kua5	樺
kua7	樺
kuah	括
kuai	蛙
kuai7	讆
kuainn	乖
kuainn	峘
kuainn	慣
kuainn	拐
kuainn	摜
kuainn	杆
kuainn	桱
kuainn	桿
kuainn	梗
kuainn	縣
kuainn	蛙
kuainn2	拐
kuainn2	桿
kuainn2	梗
kuainn2	稈
kuainn3	慣
kuainn5	懸
kuainn5	峘
kuainn5	蛙
kuainn7	乖
kuainn7	拐
kuainn7	摜
kuainn7	桱
kuainn7	縣
kuan	綸
kuan	莞
kuan	蠲
kuan	顴
kuan	鸛
kuan3	摜
kuan3	獧
kuan3	祼
kuan3	罥
kuan3	觀
kuan3	鄄
kuan3	鑵
kuan5	顴
kuan7	倦
kuan7	圈
kuann	冠
kuann	娟
kuann	捾
kuann3	觀
kuann7	捾
kuat	劂
kuat	厥
kuat	孓
kuat	撅
kuat	栝
kuat	橛
kuat	玦
kuat	聒
kuat	葀
kuat	蕨
kuat	觖
kuat	譎
kuat	蹶
kuat	鴃
kuat	鴰
kue	乖
kue	葵
kue3	怪
kue3	會
kue5	其
kue5	鮭
kue7	會
kue7	繪
kueh	劂
kueh	橛
kueh8	劂
kuh	踞
kui	歸
kui	劌
kui	夔
kui	姽
kui	媯
kui	媿
kui	庪
kui	悸
kui	愧
kui	懷
kui	戣
kui	挂
kui	掛
kui	揆
kui	晷
kui	机
kui	槻
kui	機
kui	炅
kui	簋
kui	簣
kui	聵
kui	葵
kui	蕢
kui	餽
kui	饋
kui	馗
kui	龜
kui2	几
kui2	匭
kui2	姽
kui2	宄
kui2	庪
kui2	晷
kui2	癸
kui2	簋
kui3	劌
kui3	媿
kui3	愧
kui3	挂
kui3	炅
kui3	癸
kui5	懷
kui5	戣
kui5	馗
kui7	悸
kui7	懷
kui7	聵
kuinn	慣
kuinn3	慣
kun	捃
kun	皸
kun	窘
kun	緄
kun	艮
kun	袞
kun	麇
kun2	管
kun2	緄
kun5	焄
kun5	麇
kun7	捃
kun7	窘
kun7	菌
kut	倔
kut	崛
kut	掘
kut	搰
kut	榾
kut	橘
kut	汩
kut	滑
kut	矻
kut	蓇
kut	鶻
kut8	搰
kut8	汩
kha	奇
kha	較
kha2	巧
khah	卡
khah	恰
khah	搕
khah	磕
khah	籗
khai	揩
khai2	愷
khai2	楷
khai2	鎧
khai3	欬
khak	愨
khak	搉
khak	榷
khak	確
khak	碻
kham	嵌
kham2	歁
kham3	勘
kham3	磡
kham3	闞
kham7	喊
kham7	陷
khan	慳
khan	看
khap	嗑
khap	掐
khap	搕
khap	溘
khap	匼
khat	𣁳
khau	扣
khau	敲
khau3	簆
khe	奎
khe	睽
khe	科
khe	稽
khe	開
khe2	棨
khe3	啃
khe3	栔
khe3	課
kheh	喀
kheh	瞎
kheh	篋
kheh8	挈
khennh8	喀
khi	榿
khi	蹊
khi2	企
khi2	杞
khi2	芑
khi3	气
khi3	跂
khi5	祈
khia	伽
khia5	伽
khiak8	嘎
khiam	歉
khiam3	芡
khiam5	黔
khiam7	芡
khian	搴
khian	牽
khian	縴
khian	褰
khian2	畎
khian2	繾
khian3	芡
khian3	譴
khiang	勍
khiang	羌
khiann	慶
khiann	磬
khiann	輕
khiann3	慶
khiann3	磬
khiap	㾀
khiap	愜
khiap	掐
khiap	篋
khiat	坷
khiat	挈
khiat8	桀
khiau	橇
khiau	蹺
khiau3	譑
khiau5	喬
khiau7	翹
khih	乞
khik	剋
khik	綌
khik	闃
khik	隙
khim5	芩
khin2	墾
khin2	汱
khin2	齦
khing	眶
khing	硜
khing	罄
khing	鏗
khing2	謦
khing5	惸
khing5	煢
khing7	共
khinn	箝
khinn	鉗
khinn5	箝
khio3	竅
khiong	穹
khiong	蜣
khip	及
khip	汲
khip8	及
khip8	扱
khit	吃
khit	杙
khit	橛
khit	詰
khiu	糾
khiu	虯
khiu	蚯
khiu	邱
khiu	龜
khiu2	揪
khiu5	毬
khiu5	球
khiu5	糗
khiunn7	強
khng	圈
khng3	壙
khng3	曠
khng7	吭
kho	呵
kho	珂
kho	稞
kho	窠
kho	軻
kho	髁
kho2	坷
kho2	岢
kho2	攷
kho2	顆
kho3	洘
kho3	犒
kho3	誥
kho3	課
kho3	靠
kho5	苛
khok	哠
khok	恪
khok	硞
khok	确
khok	確
khok	籗
khok	顎
khok8	柝
khok8	涸
khok8	确
khong	崆
khong	慷
khong	抗
khong	控
khong	曠
khong	洭
khong	炕
khong	獷
khong	礦
khong	箜
khong	纊
khong	鏗
khong	閌
khong2	倥
khong3	亢
khong3	伉
khong3	獷
khong3	閌
khong7	鞏
khong7	誆
khoo	挎
khoo	摳
khoo	枯
khoo	蔻
khoo2	口
khoo2	可
khoo2	滸
khoo2	苦
khoo2	許
khoo3	叩
khoo3	寇
khoo3	簆
khoo5	糊
khoo5	餬
khu	俱
khu	具
khu	懼
khu	敺
khu	柩
khu	瞿
khu	竘
khu	臼
khu	衢
khu	踞
khu2	齲
khu5	懼
khu5	瞿
khu5	竘
khu5	衢
khua	夸
khua2	可
khua3	胯
khuai3	噲
khuai3	蒯
khuan	棬
khuan	髖
khuan2	綣
khuan5	圜
khuan5	寰
khuan5	澴
khuan5	繯
khuan5	蜷
khuan5	踡
khuan5	鬈
khuan5	鬟
khuann2	款
khuann3	快
khuann3	渙
khuann3	看
khuat	劂
khuat	蛞
khue	盔
khue3	喫
khue3	快
khue3	課
khue3	齧
khueh	瞌
khuh8	汩
khui	气
khui	窺
khui	闚
khui2	傀
khui2	跬
khui3	喟
khui3	媿
khui3	气
khuinn3	快
khun	髡
khun2	墾
khun2	懇
khun2	捆
khun5	囷
khun5	蜷
khut	崛
khut	滑
khut	𣮈
khut8	倔
khut8	崛
khut8	滑
khut8	𣮈
la3	啦
la3	喇
la5	勞
la5	膋
la5	蘿
la5	蟧
la5	鐃
la5	鯪
la7	抐
la7	撓
la7	蜊
la7	鬧
lah8	拉
lah8	納
lah8	衲
lah8	靂
lai5	崍
lai5	徠
lai5	棶
lai5	淶
lai5	鴟
lai5	鶆
lai7	瀨
lai7	籟
lai7	賚
lak	戮
lak	漉
lak	碌
lak	磟
lak	簏
lak	錄
lak8	搙
lak8	搦
lak8	漉
lak8	犖
lak8	磟
lam	籠
lam	襤
lam2	喃
lam2	壈
lam2	爁
lam2	籠
lam2	荏
lam3	𨂾
lam3	喃
lam3	坔
lam5	湳
lan	趼
lan2	嬾
lan2	攤
lan5	斕
lan5	襴
lan5	譋
lan7	膦
lang	櫳
lang	郎
lang2	囊
lang3	弄
lang3	閬
lang3	空
lang3	蜋
lang3	踉
lang5	儂
lang5	農
lang5	鋃
lap	垃
lap8	吶
lap8	衲
lap8	訥
lap8	鑞
lat8	剌
lat8	捋
lat8	捺
lat8	瘌
lau2	佬
lau2	潦
lau2	蓼
lau3	澇
lau5	牢
lau5	瘤
lau7	淖
lau7	鬧
le	絡
le2	嬭
le2	禰
le3	咧
le3	攦
le5	捼
le5	泥
le5	鱺
le5	麗
le7	唳
le7	戾
le7	泥
le7	癘
le7	糲
le7	莉
le7	鱧
le7	鱺
leh8	笠
leh8	剺
li	哩
li	離
li3	剺
li5	縭
li7	字
li7	慮
li7	膩
li7	貳
lia	遮
liah	跡
liah8	搦
liam	拈
liam2	臉
liam5	奩
liam5	磏
liam5	蠊
liam5	鎌
liam7	瀲
lian	蓮
lian3	碾
lian7	楝
lian7	荔
liang	亮
liang	喨
liap	灄
liap	獵
liap	立
liap	粒
liap	鬣
liap8	灄
liap8	聶
liap8	躐
liap8	躡
liap8	鑷
liap8	鬣
liat8	劣
liat8	涅
liat8	苶
liat8	鴷
liau2	潦
liau2	燎
liau5	條
liau5	獠
liau5	膋
liau5	蟟
liau7	尥
liau7	尿
liau7	瞭
liau7	繚
liau7	鐐
lih	哩
lih8	裂
lik8	栗
lik8	歷
lim3	䫐
lim5	霖
lim7	紉
lim7	葚
lim7	賃
lin3	碾
lin3	輦
lin5	嶙
lin5	燐
lin5	璘
lin5	瞵
lin5	磷
lin5	粼
lin5	綾
lin5	轔
lin7	紉
lin7	藺
lin7	躪
lin7	遴
ling	蘢
ling	靈
ling3	踜
ling5	伶
ling5	嚀
ling5	囹
ling5	壟
ling5	棱
ling5	楞
ling5	檸
ling5	櫺
ling5	欞
ling5	泠
ling5	獰
ling5	瓴
ling5	睖
ling5	稜
ling5	笭
ling5	羚
ling5	翎
ling5	聹
ling5	菱
ling5	蔆
ling5	薴
ling5	蛉
ling5	酃
ling5	鈴
ling5	鯪
ling5	鴒
ling7	佞
ling7	寧
ling7	濘
ling7	甯
lio5	撩
lio5	蟟
lioh8	略
liok8	恧
liok8	搦
liok8	朒
liok8	淥
liok8	瘧
liok8	磟
liok8	籙
liok8	菉
liok8	衄
liok8	逯
liong2	隴
liong2	魎
liong3	踜
liong5	孃
liong5	梁
liong5	樑
liong5	涼
liong5	癃
liong5	窿
liong5	粱
liong5	莨
liong5	輬
liong5	釀
liong7	悢
liong7	踉
liong7	釀
lit8	日
lit8	暱
liu	抽
liu2	扭
liu2	柳
liu2	綹
liu2	鈕
liu3	遛
liu5	㨨
liu5	榴
liu5	流
liu5	留
liu5	瘤
liu5	硫
liu5	餾
lo	叨
lo2	咾
lo2	荖
lo7	囉
lo7	勞
lo7	烙
lo7	號
loh	落
loh8	絡
long	囊
long	瑯
long2	籠
long3	閬
long5	曨
loo2	努
loo2	櫓
loo2	滷
loo2	魯
loo5	奴
loo5	爐
loo5	蘆
loo5	鱸
loo5	鸕
loo7	賂
loo7	路
loo7	陋
loo7	露
loo7	鷺
lu2	僂
lu2	褸
lua3	瀨
lua7	偌
luan5	孌
luan5	欒
luat8	鋝
lue2	瘰
lue5	捼
lue5	腡
lue5	螺
lue5	鸝
lue5	麗
lui	鐳
lui2	儡
lui2	兌
lui2	芯
lui5	罍
lui5	羸
lui7	擂
lui7	礨
lui7	縋
lui7	耒
lui7	誄
lui7	酹
lun	圇
lun2	懍
lun2	碖
lun2	碾
lun3	溣
lun3	睔
lun5	侖
lun5	論
lun7	淪
lut	黜
lut8	捋
lut8	葎
lut8	訥
m3	嗯
ma2	嗎
ma3	哞
ma5	蟆
mah	嘛
mai3	勿
mai3	𠗟
mai5	埋
mai5	霾
mai7	覓
mau	㧌
mau5	貓
me	搣
me2	蜢
me5	明
me7	脈
meh	脈
mi	搣
mi	靡
mi	鞭
mi2	乜
mi2	弭
mi2	敉
mi2	濔
mi2	猛
mi2	靡
mi5	瀰
mi5	芒
mi7	敉
mia	乜
mia2	乜
miau	貓
miau7	妙
mih	乜
mih	物
mng2	晚
mng5	毛
mng5	濛
mngh8	物
mo	摸
mo	哞
mo5	摩
mo5	旄
mo5	模
mo5	毛
mo5	氂
mo5	磨
mo5	謀
mo5	酕
mo5	髦
mo5	魔
mo7	冒
mo7	帽
mo7	瑁
mo7	磨
mo7	耄
mo7	貿
moh	抈
moh	漠
moh	瘼
moh	膜
moh	麼
mua5	痲
mua5	蠻
mua5	謾
mua7	蔓
mui2	浼
mui5	黴
na	但
na	乾
na	單
na2	若
na3	哪
na3	旦
na5	南
na5	嚨
na5	拏
na5	拿
na5	挐
na5	螂
na7	任
na7	爁
nah	乍
nai	奶
nai2	嬭
nai5	蓮
nai7	佴
nai7	鼐
nau5	呶
nau5	譊
nau7	撓
nau7	淖
ne	呢
ne	嬭
ne	晾
ne	涼
ne2	奶
ne2	嬭
ne5	晾
ne5	涼
ni	蛉
ni2	你
ni2	旎
ni2	洱
ni2	邇
ni3	企
ni3	吝
ni5	呢
ni5	廉
ni5	拎
ni5	漣
ni5	簾
ni5	聯
ni5	連
ni5	鎌
ni5	鰱
ni7	爾
ni7	呢
ni7	泥
nia3	瞪
nia5	孃
nia5	耳
nia7	喏
nia7	岭
nia7	陵
niau2	嫋
niau2	蔦
niau7	撓
nih	呢
nih	捏
nih	躡
nih	𥍉
nih8	捏
niu2	狃
niu2	鈕
niu5	涼
niu5	良
nng	圇
nng3	鑽
nng5	圇
nng5	郎
no2	努
no2	弩
noo2	腦
no2	那
no5	儺
no5	奴
no5	峱
no5	嶩
no5	挪
no5	猱
no7	娜
no7	怒
no7	懦
no7	糯
no7	耨
no7	那
nua7	僆
nua7	嬾
nua7	賴
ng	央
ng	搵
ng	抰
ng2	鈗
ng2	影
ng2	蔭
ng2	鞅
ng3	怏
ng5	圓
nga2	疋
nga5	巖
ngai2	騃
ngau2	偶
ngau2	汪
ngau5	嗷
ngau5	爻
ngau7	蕅
ngiauh8	蟯
ngoo2	仵
ngoo2	伍
ngoo2	偶
ngoo2	午
ngoo2	忤
ngoo2	我
ngoo2	𩵱
ngoo5	俄
ngo5	吳
ngo5	吾
ngo5	梧
ngo5	浯
ngo5	鋙
ngo7	啎
ngo7	悟
ngo7	晤
ngo7	臥
ngo7	誤
ngo7	迕
ngueh	挾
o3	奧
o3	澳
o3	薁
o5	蚵
oh8	學
onn	唔
onn	嗚
onn3	噁
onn3	惡
oo	嗚
oo	槔
oo	謳
oo	阿
oo	鷗
oo2	嘔
oo5	壺
oo5	湖
oo5	瑚
oo5	蝴
oo7	芋
ooh	喔
pa2	把
pa2	飽
pa3	壩
pa3	豹
pa3	霸
pa5	爬
pa7	杷
pa7	爸
pa7	耙
pai	俳
pai2	捭
pai3	拜
pai5	俳
pai5	徘
pai5	排
pai5	棑
pai5	牌
pai7	憊
pai7	敗
pai7	稗
painn	跛
pak8	縛
pak8	贌
pan	扳
pan2	板
pan2	版
pan2	鈑
pan2	闆
pan2	阪
pan3	扮
pan5	便
pan5	盤
pang	封
pang	崩
pang	幫
pang	方
pang	梆
pang	綁
pang	邦
pang2	綁
pang3	放
pang3	棒
pang5	房
pang5	縫
pang5	逢
pang5	馮
pang5	龐
pat	八
pat	別
pat	扒
pat	捌
pau2	飽
pau3	豹
pau5	包
pau5	匏
pau5	咆
pau5	庖
pau5	炮
pau5	炰
pau5	袍
pau5	跑
pau5	鉋
pau7	鉋
pauh	嚗
pe	蓖
pe	蚌
pe	扒
pe3	埧
pe3	斃
pe3	陛
pe5	鼙
pe7	幣
pe7	憊
pe7	敝
pe7	杷
pe7	梐
pe7	狴
pe7	薜
pe7	霹
peh	伯
peh	八
peh	憋
peh	柏
peh	檗
peh	百
peh	𦴩
pi2	俾
pi2	匕
pi2	否
pi2	妣
pi2	沘
pi2	秕
pi2	鄙
pi2	髀
pi3	嬖
pi3	毖
pi3	畀
pi3	篳
pi3	費
pi3	賁
pi5	蚍
pi5	蜱
pi5	貔
pi5	邳
pi5	郫
pi7	濞
pi7	篦
pi7	鼻
pian	扳
piang	砰
piann5	平
piau7	摽
piau7	鰾
pih	彆
pih	憋
pih	襒
pih	躄
pih	鱉
pih	鼊
pih8	嗶
pik	伯
pik	佰
pik	壁
pik	帛
pik	愎
pik	擗
pik	擘
pik	柏
pik	檗
pik	璧
pik	甓
pik	百
pik	舶
pik	襞
pik	踣
pik	躄
pik	辟
pik	迫
pik	逼
pik	闢
pik8	擗
pik8	甓
pik8	踣
pin	儐
pin	嬪
pin	彬
pin	斌
pin	檳
pin	殯
pin	濱
pin	篦
pin	繽
pin	臏
pin	豳
pin	賓
pin	邠
pin	鑌
pin	顰
pin	髕
pin	鬢
pin2	扁
pin2	髕
pin3	擯
pin5	髕
ping	兵
ping	冰
ping	崩
ping	并
ping	栟
ping	繃
ping2	扳
ping2	掤
ping2	邴
ping3	迸
ping5	瓶
ping5	鵬
ping7	并
ping7	拼
ping7	摒
pinn	編
pinn	繃
pinn	邊
pinn	鞭
pinn2	扁
pinn3	柄
pinn3	變
pinn5	坪
pinn5	平
pinn5	棚
pinn7	病
pinn7	辮
pio	摽
pio	標
pio	膘
pio	鏢
pio	飆
pio	鰾
pio2	裱
pit	必
pit	潷
pit	畢
pit	筆
pit	蹕
pit	闢
pit	鼻
pit8	鼻
piu	彪
png	幫
png	方
png	楓
png2	搒
png2	牓
po5	婆
po	波
po	玻
po	菠
po	褒
po2	跛
po3	報
po3	播
po3	簸
po5	皤
po5	繁
po7	暴
po7	瀑
poh8	泊
pok	仆
pok	佰
pok	僕
pok	剝
pok	博
pok	卜
pok	嚗
pok	搏
pok	暴
pok	曝
pok	欂
pok	泊
pok	濮
pok	烞
pok	爆
pok	礡
pok	箔
pok	膊
pok	薄
pok	蹼
pok	鎛
pok	雹
pok	餺
pok	駁
pok8	亳
pok8	曝
pok8	礡
pok8	雹
pong	幫
pong2	彷
pong2	搒
pong2	榜
pong2	牓
pong2	綁
pong2	膀
pong3	蒡
pong3	謗
pong5	傍
pong5	徬
pong5	房
pong5	旁
pong5	膀
pong5	蓬
pong5	螃
pong7	傍
pong7	砰
pong7	碰
pong7	蓬
poo	蜅
poo	埠
poo2	捕
poo2	掊
poo2	斧
poo2	補
poo3	佈
poo3	傅
poo5	匍
poo5	抔
poo5	苻
poo5	蒱
poo5	蜅
poo5	裒
poo5	酺
poo7	哺
pu5	垺
pu5	抔
pu5	炰
pu5	烰
puah	撥
puah	缽
puah	鏺
puah8	博
puah8	鏺
puan	搬
puan	般
puan3	半
puan3	絆
puan3	靽
puan5	磻
puan5	蟠
puan7	伴
puan7	叛
puan7	拌
puan7	畔
puann2	阪
puann3	半
puann3	絆
puann5	磐
puann5	蹣
puann5	蹯
puann7	拌
puat	撥
puat	缽
puat	般
puat	醱
puat	鏺
puat	魃
puat8	菝
puat8	鏺
puat8	魃
pue	杯
pue	棓
pue	盃
pue	菠
pue	貝
pue	飛
pue3	狽
pue3	背
pue3	貝
pue3	輩
pue5	培
pue5	椑
pue5	裴
pue5	賠
pue7	佩
pue7	倍
pue7	孛
pue7	悖
pue7	揹
pue7	狽
pue7	珮
pue7	背
pue7	蓓
pue7	誖
pue7	邶
pueh	八
pueh	拔
puh	發
pui3	痱
pui5	肥
pui7	吠
pui7	蜚
puih	拔
puinn7	飯
pun	分
pun	奔
pun5	湓
pun5	盆
put	抔
pha	拋
pha	泡
pha	皰
pha	脬
pha3	泡
phai3	沛
phai3	派
phai3	湃
phai3	霈
phai7	旆
phainn7	負
phak8	暴
phan	攀
phan3	判
phan3	叛
phan3	盼
phan3	襻
phang	峰
phang	滂
phang	蜂
phang	龐
phang2	紡
phang3	胖
phang5	帆
phang5	房
phang5	捧
phang5	篷
phang5	龐
phang7	縫
phann3	帕
phann3	氾
phann3	汎
phann3	泛
phann7	奅
phau	拋
phau	泡
phau	脬
phau2	跑
phau3	泡
phau3	炮
phau3	砲
phau3	袍
phau5	袍
phau5	跑
phau5	鉋
phau7	抱
phau7	泡
phau7	皰
phe	胚
phe2	䫌
phe2	䩃
phe2	輔
phe3	媲
phe3	幣
phe3	沛
phe3	睥
phe3	霈
pheh	帕
phenn	偏
phi3	弤
phi5	琵
phi5	羆
phi5	邳
phi5	陂
phi7	圮
phi7	濞
phi7	鼻
phiah	僻
phiah	甓
phiah	癖
phiah	辟
phiah	避
phiah8	癖
phiak	擗
phiak8	擗
phian	偏
phian	扁
phian	篇
phian	翩
phian2	窆
phian3	片
phian3	遍
phian3	騙
phian5	蹁
phian7	拚
phiang3	苹
phiang5	苹
phiann2	鉼
phiann5	坪
phiann5	平
phiat	撇
phiat	瞥
phiau	標
phiau	漂
phiau	縹
phiau	螵
phiau	飄
phiau2	瞟
phiau2	縹
phiau3	漂
phiau3	票
phiau3	驃
phiau5	嫖
phiau5	瓢
phiau5	薸
phiau7	殍
phiau7	莩
phih	躄
phik	伯
phik	僻
phik	劈
phik	拍
phik	柏
phik	珀
phik	璧
phik	癖
phik	碧
phik	薜
phik	辟
phik	闢
phik	霹
phik	魄
phin3	牝
phin5	蹣
phin7	牝
phing	俜
phing	姘
phing	娉
phing	崩
phing	怦
phing	抨
phing	拼
phing	澎
phing	烹
phing	砰
phing3	拼
phing5	堋
phing5	屏
phing5	平
phing5	朋
phing5	淜
phing5	膨
phing5	苹
phing5	蓱
phing5	蟛
phinn	偏
phinn	抨
phinn	篇
phinn3	片
phinn5	坪
phinn5	平
phinn5	彭
phinn5	澎
phio5	薸
phit	匹
phit	疋
phiu	嘌
phiu	驃
phiu3	嘌
phng	滂
pho	坡
pho	泡
pho	波
pho	陂
pho	頗
pho2	叵
pho2	跛
pho3	剖
pho3	泡
pho3	破
pho5	葡
pho7	抱
pho7	部
phoh	朴
phoh	樸
phok	仆
phok	博
phok	噗
phok	扑
phok	搏
phok	撲
phok	暴
phok	曝
phok	朴
phok	樸
phok	瀑
phok	爆
phok	璞
phok	粕
phok	膊
phok	蹼
phok	鰾
phok8	鰾
phong	乓
phong	滂
phong	豐
phong3	椪
phong3	碰
phong3	胖
phong5	篷
phong5	膀
phong5	蓬
phong7	蓬
phoo	敷
phoo	膚
phoo	麩
phoo2	剖
phoo2	圃
phoo2	普
phoo2	浦
phoo2	溥
phoo2	譜
phoo5	莆
phoo5	菩
phoo5	蒱
phoo5	蒲
phoo7	廍
phu2	醭
phu5	烰
phu7	浡
phua7	旆
phuah	旆
phuah	潑
phuah8	旆
phuan	潘
phuan	番
phuan	藩
phuan3	判
phuan3	泮
phuan3	胖
phuan5	槃
phuan5	盤
phuan5	磐
phuan5	蟠
phuan5	蹣
phuan7	伴
phuan7	叛
phuan7	畔
phuann3	判
phuann3	叛
phuann3	販
phuann5	盤
phuann7	伴
phuann7	絆
phuat	撇
phuat	潑
phue	坏
phue	胚
phue2	䫌
phue2	䩃
phue2	輔
phue2	髀
phue3	巿
phue3	帔
phue3	配
phue5	皮
phue7	佩
phue7	珮
phue7	稗
phue7	被
phueh	沫
phuh	浡
phuh8	浡
phui3	屁
phun	奔
phun2	畚
phun2	翸
phun3	翸
phut	刜
phut	怫
phut	撲
phut8	怫
sa	紗
sa	沙
sa	莎
sa	柵
sa2	灑
sa3	嗄
sai	揌
sam2	摻
sam2	糝
sam3	毿
sam3	鬖
san	星
san	芟
san2	㾪
san2	剷
san2	散
san2	滻
san2	產
san2	鏟
sang2	搡
sang2	桑
sang2	爽
sang2	竦
sann	相
sann	三
sann2	啥
sannh	煞
sap	雪
sat	虱
se	沙
se2	黍
se3	世
se3	勢
se3	婿
se3	稅
se3	誓
se5	垂
se7	誓
seh	楔
senn	牲
senn3	姓
senn3	性
si	窸
si2	始
si2	死
si2	矢
si3	世
si3	勢
si3	四
si5	匙
si5	時
si5	辭
si7	是
si7	氏
si7	示
si7	視
sia3	厙
sia5	豺
sia7	夕
sia7	石
siam	䀐
siam2	睒
siam2	閃
siam2	陜
siam3	掞
siam3	滲
siam3	苫
siam5	噚
siam5	尋
siam5	撏
siam5	禪
siam5	蟬
siam5	蟾
siam7	剡
siam7	贍
sian2	尟
sian2	洗
sian2	燹
sian2	獮
sian2	癬
sian2	筅
sian2	蘚
sian2	跣
sian2	銑
sian2	錢
sian2	鮮
sian3	扇
sian3	搧
sian3	煽
sian3	線
sian3	霰
sian5	單
sian5	嬋
sian5	涎
sian5	禪
sian5	蟬
sian7	僐
sian7	儃
sian7	善
sian7	單
sian7	墠
sian7	墡
sian7	嬗
sian7	擅
sian7	禪
sian7	繕
sian7	羨
sian7	腎
sian7	膳
sian7	蟺
sian7	鄯
sian7	鱔
siang3	恦
siang3	摔
siang3	相
siang5	𫝛
siang7	上
siann3	啥
siann3	聖
siann5	成
siann5	餳
siap	卌
siap	屧
siap8	洩
siat	契
siat	媟
siat	屑
siat	折
siat	揲
siat	楔
siat	泄
siat	洩
siat	紲
siat	舌
siat	薛
siat	褻
siat	設
siat8	折
siat8	揲
siau	宵
siau	梢
siau	消
siau	瀟
siau	燒
siau	硝
siau	簫
siau	綃
siau	翛
siau	肖
siau	蕭
siau	蛸
siau	蠨
siau	逍
siau	銷
siau	霄
siau	魈
siau3	嘯
siau3	少
siau3	峭
siau3	笑
siau3	肖
siau3	鞘
siau5	苕
siau7	劭
siau7	卲
siau7	召
siau7	紹
siau7	邵
sih	熾
sih8	折
sik	嗇
sik	塞
sik	夕
sik	奭
sik	媳
sik	室
sik	宿
sik	寔
sik	射
sik	席
sik	式
sik	息
sik	悉
sik	惜
sik	拭
sik	昔
sik	晰
sik	析
sik	植
sik	殖
sik	汐
sik	淅
sik	湜
sik	潟
sik	熄
sik	熟
sik	瑟
sik	皙
sik	石
sik	碩
sik	稙
sik	穡
sik	穸
sik	粟
sik	系
sik	索
sik	舄
sik	色
sik	蓆
sik	蜥
sik	蝕
sik	螫
sik	蟋
sik	裼
sik	襫
sik	識
sik	軾
sik	適
sik	釋
sik	錫
sik	鑠
sik	食
sik	飾
sik	鼫
sik8	寔
sik8	植
sik8	殖
sik8	湜
sik8	稙
sik8	穸
sik8	系
sik8	蝕
sik8	食
sik8	鼫
sim	心
sim	森
sim	深
sim	蔘
sim	鐔
sim2	伈
sim2	諗
sim5	撏
sim5	蕁
sim5	覃
sim5	諶
sim5	鐔
sim7	愖
sim7	慎
sim7	椹
sim7	甚
sim7	葚
sin	先
sin	鋅
sin	鯓
sin2	哂
sin2	矧
sin3	囟
sin7	徇
